Итерация,Значение
1356,0.59917
1357,0.59899026
1358,0.59881055
1359,0.5986309
1360,0.5984513
1361,0.5982718
1362,0.5980923
1363,0.5979129
1364,0.59773356
1365,0.59755427
1366,0.59737504
1367,0.5971958
1368,0.59701663
1369,0.5968375
1370,0.59665847
1371,0.5964795
1372,0.59630054
1373,0.59612167
1374,0.59594285
1375,0.5957641
1376,0.5955854
1377,0.5954067
1378,0.5952281
1379,0.5950495
1380,0.594871
1381,0.5946925
1382,0.59451413
1383,0.5943358
1384,0.5941575
1385,0.5939793
1386,0.59380114
1387,0.593623
1388,0.5934449
1389,0.59326684
1390,0.59308887
1391,0.59291095
1392,0.5927331
1393,0.5925553
1394,0.59237754
1395,0.59219986
1396,0.5920222
1397,0.59184456
1398,0.591667
1399,0.5914895
1400,0.59131205
1401,0.59113467
1402,0.59095734
1403,0.5907801
1404,0.5906029
1405,0.59042567
1406,0.5902485
1407,0.59007144
1408,0.5898944
1409,0.58971745
1410,0.58954054
1411,0.5893637
1412,0.5891869
1413,0.5890102
1414,0.5888335
1415,0.58865684
1416,0.58848023
1417,0.5883037
1418,0.5881272
1419,0.58795077
1420,0.5877744
1421,0.5875981
1422,0.58742183
1423,0.58724564
1424,0.58706945
1425,0.5868933
1426,0.58671725
1427,0.58654124
1428,0.5863653
1429,0.5861894
1430,0.58601356
1431,0.5858378
1432,0.585662
1433,0.5854863
1434,0.58531064
1435,0.58513504
1436,0.5849595
1437,0.58478403
1438,0.5846086
1439,0.58443326
1440,0.58425796
1441,0.58408266
1442,0.5839074
1443,0.58373225
1444,0.5835571
1445,0.58338207
1446,0.5832071
1447,0.58303213
1448,0.58285725
1449,0.5826824
1450,0.58250755
1451,0.5823328
1452,0.5821581
1453,0.58198345
1454,0.58180887
1455,0.58163434
1456,0.5814599
1457,0.5812855
1458,0.5811111
1459,0.58093673
1460,0.58076245
1461,0.5805882
1462,0.58041406
1463,0.58023995
1464,0.5800659
1465,0.5798919
1466,0.57971793
1467,0.579544
1468,0.57937014
1469,0.57919633
1470,0.5790226
1471,0.5788489
1472,0.57867527
1473,0.5785017
1474,0.57832813
1475,0.5781546
1476,0.5779812
1477,0.5778078
1478,0.57763445
1479,0.5774612
1480,0.577288
1481,0.5771148
1482,0.57694167
1483,0.5767686
1484,0.57659554
1485,0.5764226
1486,0.57624966
1487,0.5760768
1488,0.575904
1489,0.5757312
1490,0.5755585
1491,0.5753858
1492,0.5752132
1493,0.57504064
1494,0.57486814
1495,0.5746957
1496,0.5745233
1497,0.57435095
1498,0.57417864
1499,0.5740064
1500,0.5738342
1501,0.57366204
1502,0.57348996
1503,0.57331795
1504,0.5731459
1505,0.57297397
1506,0.57280207
1507,0.5726302
1508,0.57245845
1509,0.5722867
1510,0.57211506
1511,0.57194346
1512,0.57177186
1513,0.5716003
1514,0.57142884
1515,0.5712574
1516,0.57108605
1517,0.57091475
1518,0.5707435
1519,0.57057226
1520,0.5704011
1521,0.57022995
1522,0.5700589
1523,0.5698879
1524,0.56971693
1525,0.56954604
1526,0.56937516
1527,0.56920433
1528,0.56903356
1529,0.56886286
1530,0.5686922
1531,0.5685216
1532,0.5683511
1533,0.56818056
1534,0.5680101
1535,0.5678397
1536,0.56766933
1537,0.56749904
1538,0.5673288
1539,0.56715864
1540,0.56698847
1541,0.56681836
1542,0.5666483
1543,0.5664783
