Итерация,Значение
1425,244.07373
1426,244.07304
1427,244.07248
1428,244.0745
1429,244.0729
1430,244.0764
1431,244.07988
1432,244.08142
1433,244.08212
1434,244.08237
1435,244.08357
1436,244.08287
1437,244.0815
1438,244.08177
1439,244.08061
1440,244.08401
1441,244.08524
1442,244.09311
1443,244.09209
1444,244.09308
1445,244.09221
1446,244.09079
1447,244.09239
1448,244.09372
1449,244.092
1450,244.09299
1451,244.09523
1452,244.09091
1453,244.08876
1454,244.08942
1455,244.08992
1456,244.08797
1457,244.08719
1458,244.08705
1459,244.09259
1460,244.0907
1461,244.0905
1462,244.09398
1463,244.09108
1464,244.09494
1465,244.09248
1466,244.08907
1467,244.09094
1468,244.0901
1469,244.09056
1470,244.0892
1471,244.08835
1472,244.09286
1473,244.09311
1474,244.09727
1475,244.09929
1476,244.10088
1477,244.10199
1478,244.09842
1479,244.10077
1480,244.10077
1481,244.09697
1482,244.09857
1483,244.09941
1484,244.1024
1485,244.1044
1486,244.10234
1487,244.10411
1488,244.10551
1489,244.10449
1490,244.10521
1491,244.10477
1492,244.10242
1493,244.10492
1494,244.10385
1495,244.10608
1496,244.10735
1497,244.11076
1498,244.11186
1499,244.11142
1500,244.11436
1501,244.11493
1502,244.11633
1503,244.11742
1504,244.11443
1505,244.11465
1506,244.11322
1507,244.11491
1508,244.11884
1509,244.12009
1510,244.11937
1511,244.12163
1512,244.12486
1513,244.1257
1514,244.12839
1515,244.12709
1516,244.12585
1517,244.12262
1518,244.12187
1519,244.12032
1520,244.11751
1521,244.11754
1522,244.11742
1523,244.11848
1524,244.1214
1525,244.12526
1526,244.12698
1527,244.12663
1528,244.1245
1529,244.12793
1530,244.1285
1531,244.12698
1532,244.12978
1533,244.13016
1534,244.13284
1535,244.13165
1536,244.13646
1537,244.14043
1538,244.13872
1539,244.13649
1540,244.13895
1541,244.139
1542,244.14058
1543,244.14299
1544,244.1463
1545,244.14638
1546,244.14522
1547,244.1426
1548,244.14801
1549,244.15067
1550,244.15685
1551,244.15886
1552,244.15872
1553,244.15625
1554,244.15805
1555,244.16208
1556,244.16492
1557,244.16832
1558,244.16862
1559,244.16664
1560,244.16713
1561,244.16466
1562,244.1647
1563,244.1645
1564,244.16641
1565,244.16891
1566,244.1691
1567,244.16783
1568,244.16939
1569,244.16586
1570,244.16333
1571,244.1637
1572,244.16243
1573,244.16614
1574,244.16753
1575,244.172
1576,244.17679
1577,244.17674
1578,244.17476
1579,244.17776
1580,244.17642
1581,244.1784
1582,244.18092
1583,244.1818
1584,244.18277
1585,244.18155
1586,244.18236
1587,244.18655
1588,244.189
1589,244.1916
1590,244.19379
1591,244.19228
1592,244.19424
1593,244.1945
1594,244.19295
1595,244.1935
1596,244.18901
1597,244.19049
1598,244.18776
1599,244.1869
1600,244.19188
1601,244.19318
1602,244.19266
1603,244.19412
1604,244.19028
1605,244.18918
1606,244.19208
1607,244.19226
1608,244.19405
1609,244.19525
1610,244.19287
1611,244.18983
1612,244.18817
1613,244.19025
1614,244.19083
1615,244.18826
1616,244.18652
1617,244.1878
1618,244.18857
1619,244.19296
1620,244.19408
1621,244.19566
1622,244.19733
1623,244.19855
1624,244.19762
1625,244.19905
1626,244.20178
1627,244.20264
1628,244.20659
1629,244.20699
1630,244.2108
1631,244.20871
1632,244.21103
1633,244.21677
1634,244.2202
1635,244.2175
1636,244.2191
1637,244.21898
1638,244.22246
1639,244.21976
1640,244.22401
1641,244.22437
1642,244.22401
1643,244.22833
1644,244.22675
1645,244.22699
1646,244.22527
1647,244.22536
1648,244.22513
1649,244.2238
1650,244.22511
1651,244.22249
1652,244.22108
1653,244.22078
1654,244.21982
1655,244.22003
1656,244.22003
1657,244.22191
1658,244.22485
1659,244.22499
1660,244.22307
1661,244.22266
1662,244.2213
1663,244.21986
1664,244.22345
1665,244.22414
1666,244.22804
1667,244.22617
1668,244.2271
1669,244.22438
1670,244.22632
1671,244.2328
1672,244.23044
1673,244.23451
1674,244.23393
1675,244.23848
1676,244.2394
1677,244.2448
1678,244.24678
1679,244.24985
1680,244.24693
1681,244.25111
1682,244.2497
1683,244.25078
1684,244.25061
1685,244.2505
1686,244.25433
1687,244.25185
1688,244.25272
1689,244.25235
1690,244.25069
1691,244.25075
1692,244.24811
1693,244.25095
1694,244.25357
1695,244.25708
1696,244.25624
1697,244.25768
1698,244.25594
1699,244.25519
1700,244.25378
1701,244.2543
1702,244.25778
1703,244.25668
1704,244.2595
1705,244.26022
1706,244.2614
1707,244.26414
1708,244.26537
1709,244.26634
1710,244.2671
1711,244.26947
1712,244.26756
1713,244.27283
1714,244.27283
1715,244.27423
1716,244.27715
1717,244.27669
1718,244.27478
1719,244.27327
1720,244.27844
1721,244.2758
1722,244.27165
1723,244.27274
1724,244.27417
1725,244.27634
1726,244.27888
1727,244.28323
1728,244.28528
1729,244.28677
1730,244.28662
1731,244.28581
1732,244.28415
1733,244.28273
1734,244.28455
1735,244.2844
1736,244.28119
1737,244.28268
1738,244.28183
1739,244.28027
1740,244.2803
1741,244.2807
1742,244.28091
1743,244.28279
1744,244.28474
1745,244.2844
1746,244.28706
1747,244.28922
1748,244.28842
1749,244.288
1750,244.28783
1751,244.29457
1752,244.29272
1753,244.2927
1754,244.29346
1755,244.29314
1756,244.29053
1757,244.28795
1758,244.2911
1759,244.28226
1760,244.28542
1761,244.28296
1762,244.28413
1763,244.28497
1764,244.28806
1765,244.28607
1766,244.28755
1767,244.28648
1768,244.28963
1769,244.2909
1770,244.29207
1771,244.28815
1772,244.2892
1773,244.2917
1774,244.2891
1775,244.28902
1776,244.28879
1777,244.28975
1778,244.29297
1779,244.29184
1780,244.29106
1781,244.28635
1782,244.2861
1783,244.28932
1784,244.29161
1785,244.29393
1786,244.29675
1787,244.29678
1788,244.29668
1789,244.29709
1790,244.2964
1791,244.30045
1792,244.30428
1793,244.30255
1794,244.30133
1795,244.30464
1796,244.30351
1797,244.30554
1798,244.30508
1799,244.30583
1800,244.31033
1801,244.31079
1802,244.31407
1803,244.3138
1804,244.31476
1805,244.31667
1806,244.3173
1807,244.31682
1808,244.31177
1809,244.31007
1810,244.3092
1811,244.3122
1812,244.31339
1813,244.3158
1814,244.31491
1815,244.3146
1816,244.31604
1817,244.31975
1818,244.32053
1819,244.31854
1820,244.3176
1821,244.31792
1822,244.31673
1823,244.31964
1824,244.3221
1825,244.32263
1826,244.32417
1827,244.32433
1828,244.32469
1829,244.32686
1830,244.32751
1831,244.32994
